id,user_id,name,roaster_shop_id,roast_level,roast_date,origin_country,farm,variety,process,purchase_shop_id,purchase_date,price,initial_weight_g,current_weight_g,notes,archived,tags,liking,aroma,sourness,bitterness,sweetness,body,aftertaste,tasting_comment,tasting_photos,tasted_at,created_at,updated_at
0186aeb8-f536-4b96-912c-8bd22fccad71,48f186a3-e094-416f-86ab-5d5c016c002a,HONDURAS,77850fac-daf1-4a28-a47f-cdfcabd005b7,,2025-08-30,ホンジュラス,,,,77850fac-daf1-4a28-a47f-cdfcabd005b7,2025-08-30,,200,200,,true,[],7,7,6,6,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:11.925184+00
056a5e5b-857d-4dbe-99bb-61ecb2590bfc,48f186a3-e094-416f-86ab-5d5c016c002a,CHINA DEHONG,5c6d317e-2d64-4c4d-8d19-a501bf002fb5,,2025-08-07,中国,,,,5c6d317e-2d64-4c4d-8d19-a501bf002fb5,2025-08-07,,200,200,,true,[],6,6,7,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:34.464339+00
08cb2627-38cf-4ea7-8b04-375c603dbe0c,48f186a3-e094-416f-86ab-5d5c016c002a,FRENCH ROAST,ba30c039-5f22-4129-a65a-c414a958fc3e,French,2025-09-28,,,,,,,,250,250,下北沢,true,[],8,7,9,3,7,6,3,,,2025-10-13 14:14:35.182+00,2025-10-05 09:30:04.57879+00,2025-10-13 14:14:38.584633+00
0cb416ad-8b64-4263-b1ba-be6cf51578b7,48f186a3-e094-416f-86ab-5d5c016c002a,ETHIOPIA,77850fac-daf1-4a28-a47f-cdfcabd005b7,,2025-08-13,エチオピア,,,,77850fac-daf1-4a28-a47f-cdfcabd005b7,2025-08-13,,200,200,,true,[],6,4,3,7,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:30.174156+00
0e792bb8-fa52-46c4-826d-97d69a19bab4,48f186a3-e094-416f-86ab-5d5c016c002a,ORGANIC PLUNGER,45ce9ff3-8a2f-4665-8e10-8b0e32f4dc28,,2025-08-29,,,,,45ce9ff3-8a2f-4665-8e10-8b0e32f4dc28,2025-08-29,,200,200,,true,[],7,7,7,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:12.732772+00
1348e8cc-541f-47f4-b884-790ae4bdbbb3,48f186a3-e094-416f-86ab-5d5c016c002a,ケニア(GAKUNDO AA),90c4daac-b6f1-4c10-9313-51db0648c274,,2025-09-07,ケニア,,,,90c4daac-b6f1-4c10-9313-51db0648c274,2025-09-07,,200,200,,true,[],9,8,6,3,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:05.96457+00
14830b26-5a10-40c2-964c-8e7440f57d69,48f186a3-e094-416f-86ab-5d5c016c002a,ルワンダ,,,2025-08-23,ルワンダ,,,,,2025-08-23,,200,200,,true,[],7,4,8,3,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:19.452396+00
180ff6d4-7536-4702-a62d-5deda910f208,48f186a3-e094-416f-86ab-5d5c016c002a,Anacafe 14(COSTA RICA),9fa16d1a-a0db-4df6-b25d-1cf8860eac2f,,2025-08-04,コスタリカ,,,,9fa16d1a-a0db-4df6-b25d-1cf8860eac2f,2025-08-04,,200,200,,true,[],6,7,9,1,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:36.598768+00
1acad49c-348c-47f7-b3dd-934ee5a9306b,48f186a3-e094-416f-86ab-5d5c016c002a,ほどよいコクとバランスのブレンド,77850fac-daf1-4a28-a47f-cdfcabd005b7,,2025-09-10,"グアテマラ, ペルー",,,,77850fac-daf1-4a28-a47f-cdfcabd005b7,2025-09-10,,200,200,,true,[],9,7,5,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:38:28.784533+00
1d480f29-a579-42af-9518-1815b0a33fcc,48f186a3-e094-416f-86ab-5d5c016c002a,Prodomo,812cf6cc-48ce-48ad-acee-8968eeeac878,,2025-07-20,"その他, エチオピア, コロンビア",,,,812cf6cc-48ce-48ad-acee-8968eeeac878,2025-07-20,,200,200,,true,[],5,5,3,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:47.077243+00
1d78875d-163a-4af0-bfea-696ad085bb96,48f186a3-e094-416f-86ab-5d5c016c002a,summer blend,28f613b2-a069-40a2-883e-1df8416cc06d,,2025-07-29,,,,,28f613b2-a069-40a2-883e-1df8416cc06d,2025-07-29,,200,200,,true,[],6,3,7,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:40.141606+00
235b0f11-9523-4886-b715-a4d2020cc2c5,48f186a3-e094-416f-86ab-5d5c016c002a,Ethiopia Washed,7ae5dc1b-58fe-49d5-83c1-ddc0df738408,,2025-08-27,エチオピア,,,,7ae5dc1b-58fe-49d5-83c1-ddc0df738408,2025-08-27,,200,200,,true,[],7,5,7,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:14.605704+00
294d347a-55b6-42b9-b478-2dc2cad293c2,48f186a3-e094-416f-86ab-5d5c016c002a,リオ マグダレナ(やなか珈琲),c4becb2d-2bf6-48ee-b7ad-d7971afda934,,2025-06-29,コロンビア,,,,c4becb2d-2bf6-48ee-b7ad-d7971afda934,2025-06-29,,200,200,,true,[],5,3,2,7,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:38:47.942634+00
2ceba03a-d6a3-4f59-b371-35665afc5f3d,48f186a3-e094-416f-86ab-5d5c016c002a,豆香洞ブレンド,ad8ca75a-f1b3-4752-964f-4f028db6478c,,2025-07-31,,,,,ad8ca75a-f1b3-4752-964f-4f028db6478c,2025-07-31,,200,200,,true,[],6,6,4,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:39.291685+00
2ceff33c-6adb-4fa4-80a4-0ef813a36852,48f186a3-e094-416f-86ab-5d5c016c002a,サクラロサード,c4becb2d-2bf6-48ee-b7ad-d7971afda934,,2025-08-15,コロンビア,,,,c4becb2d-2bf6-48ee-b7ad-d7971afda934,2025-08-15,,200,200,,true,[],7,6,2,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:28.12582+00
39bb0818-82f4-460f-ae32-1e0c46839308,48f186a3-e094-416f-86ab-5d5c016c002a,エチオピア(LURIE.),71ada7b4-9153-4064-ad0d-c34e3cdacc2f,,2025-07-12,エチオピア,,,,71ada7b4-9153-4064-ad0d-c34e3cdacc2f,2025-07-12,,200,200,,true,[],5,4,4,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:53.160365+00
3e68a174-57d7-457c-8b31-66601b6f248f,48f186a3-e094-416f-86ab-5d5c016c002a,Thai Espresso,28eabd6d-9b81-4954-bd19-3c618fe3fff6,,2025-06-25,タイ,,,,28eabd6d-9b81-4954-bd19-3c618fe3fff6,2025-06-25,,200,200,,true,[],6,6,2,8,4,7,6,エスプレッソとあるので苦め寄りのコーヒーだった,[],2025-09-21 13:06:03.174+00,2025-09-13 15:38:07.7782+00,2025-09-21 13:06:03.23662+00
404994dd-b73e-4a78-a468-9fe3549ac5ee,48f186a3-e094-416f-86ab-5d5c016c002a,ONIBUS BLEND,b1f629e2-a587-4707-b4ac-30fce341c699,,2025-09-06,"Brazil Pulped Natural, Ethiopia Natural, Guatemala Fully Washed",,,,b1f629e2-a587-4707-b4ac-30fce341c699,2025-09-06,,200,200,,true,[],9,8,5,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:07.03249+00
41d2518d-380e-425b-8e05-d730ec69b06d,48f186a3-e094-416f-86ab-5d5c016c002a,モカ イルガチェフェ(やなか珈琲),c4becb2d-2bf6-48ee-b7ad-d7971afda934,,2025-06-30,エチオピア,,,,c4becb2d-2bf6-48ee-b7ad-d7971afda934,2025-06-30,,200,200,,true,[],5,3,2,7,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:38:49.295814+00
4465b1cb-0494-4167-bd59-ba41dd609d21,48f186a3-e094-416f-86ab-5d5c016c002a,HONEY PROCESSED COFFEE BEAN (SINGLE-ORIGIN MAE POON LUANG),7fe2c1cf-9f9a-4b04-a1a0-39e017fe3140,,2025-08-24,タイ,,,,7fe2c1cf-9f9a-4b04-a1a0-39e017fe3140,2025-08-24,,200,200,,true,[],7,5,7,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:18.230444+00
4644462f-cd51-4169-9d73-42df6a0b4a5e,48f186a3-e094-416f-86ab-5d5c016c002a,自家焙煎コーヒーオーガニック　ボリビア,e120540b-6b03-489d-a06d-aeea8643e631,High,,,,,,,,,200,200,,true,[],6,6,6,7,6,5,5,,,2025-11-22 15:14:28.842+00,2025-10-13 14:20:49.098714+00,2025-11-22 15:14:30.514684+00
467bd294-8cd8-4a72-9f57-0a93083f95b4,48f186a3-e094-416f-86ab-5d5c016c002a,ケニア,bfcfd925-cd33-469b-b3ee-e74d67028feb,,2025-07-26,ケニア,,,,bfcfd925-cd33-469b-b3ee-e74d67028feb,2025-07-26,,200,200,,true,[],6,6,6,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:41.423537+00
4a2abf07-1aa1-4b15-9a13-ab14aa831ccb,48f186a3-e094-416f-86ab-5d5c016c002a,カナリオ,e2774caf-ab0b-472e-89d1-838b14392b75,,2025-07-08,ブラジル,,,,e2774caf-ab0b-472e-89d1-838b14392b75,2025-07-08,,200,200,,true,[],5,5,3,7,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:00.311147+00
4b97a7a1-3fbb-49dc-b617-f7445e6ef339,48f186a3-e094-416f-86ab-5d5c016c002a,オリジナルブレンド,c6680f22-d167-43b8-9138-fc6f1c5502a0,,2025-07-15,,,,,c6680f22-d167-43b8-9138-fc6f1c5502a0,2025-07-15,,200,200,,true,[],5,4,3,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:51.441213+00
4cf9a3a4-f45b-43ed-995c-ea9a02f6aae4,48f186a3-e094-416f-86ab-5d5c016c002a,ルワンダ(Cafe Facon Roaster Atelier),bfcfd925-cd33-469b-b3ee-e74d67028feb,,2025-08-16,ルワンダ,,,,bfcfd925-cd33-469b-b3ee-e74d67028feb,2025-08-16,,200,200,,true,[],7,7,8,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:26.813317+00
52d58014-f0e1-4a97-a135-4bf181b1e43d,48f186a3-e094-416f-86ab-5d5c016c002a,江古田ブレンド,847c26f1-c6f7-4531-9c13-06ddae4d351e,,2025-07-23,,,,,847c26f1-c6f7-4531-9c13-06ddae4d351e,2025-07-23,,200,200,,true,[],5,5,3,5,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:44.609237+00
52faeb7a-33bd-4469-b306-67f68539b8b3,48f186a3-e094-416f-86ab-5d5c016c002a,ケニア,b1f629e2-a587-4707-b4ac-30fce341c699,,2025-07-30,ケニア,,,,b1f629e2-a587-4707-b4ac-30fce341c699,2025-07-30,,200,200,,true,[],6,5,7,3,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:39.704914+00
59ec0866-56b3-42ae-8805-27529974f4a1,48f186a3-e094-416f-86ab-5d5c016c002a,氷川の社ブレンド,6fa36da8-189e-4344-a918-240f67f0202f,High,2025-09-21,,,,,6fa36da8-189e-4344-a918-240f67f0202f,,,256,256,,true,[],5,6,2,7,5,7,6,にがめなコーヒーだった。ただ、飲みやすい,,2025-10-05 09:31:43.57+00,2025-09-21 13:32:38.913536+00,2025-10-05 09:31:46.220216+00
62224850-513f-4405-8b03-f3d2fbe09e32,48f186a3-e094-416f-86ab-5d5c016c002a,ルワンダ,dd0ffa92-9b9d-4683-8908-3e1225d8dae3,,2025-08-21,ルワンダ,,,,dd0ffa92-9b9d-4683-8908-3e1225d8dae3,2025-08-21,,200,200,,true,[],7,5,9,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:21.476325+00
63e116bc-bb76-4055-8a74-58d74b7c4782,48f186a3-e094-416f-86ab-5d5c016c002a,ウガンダ(水谷珈琲),c2997165-c990-43ec-825a-7c099528a9dc,,2025-07-11,ウガンダ,,,,c2997165-c990-43ec-825a-7c099528a9dc,2025-07-11,,200,200,,true,[],5,3,5,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:53.747104+00
64f46f9a-5276-4934-bee6-afdc2093991f,48f186a3-e094-416f-86ab-5d5c016c002a,はなやかでフルーティなブレンド,77850fac-daf1-4a28-a47f-cdfcabd005b7,,2025-08-28,"エチオピア, グアテマラ",,,,77850fac-daf1-4a28-a47f-cdfcabd005b7,2025-08-28,,200,200,,true,[],7,6,6,6,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:13.677166+00
66fab9e0-b78f-46e3-952c-289bcc62ecc4,48f186a3-e094-416f-86ab-5d5c016c002a,ふくろうブレンド,8e4d73a7-cb31-49b3-9986-74adbdd17edb,,2025-07-24,"グアテマラ, ニカラグア, ブラジル",,,,8e4d73a7-cb31-49b3-9986-74adbdd17edb,2025-07-24,,200,200,,true,[],5,4,3,6,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:43.738349+00
67377631-d287-449f-b403-911d7424239f,48f186a3-e094-416f-86ab-5d5c016c002a,Spring Blend,d348611a-79f7-4011-a964-3f9489d75258,,2025-07-16,,,,,d348611a-79f7-4011-a964-3f9489d75258,2025-07-16,,200,200,,true,[],5,5,4,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:50.992879+00
67ba541a-62dc-40c3-8cae-48c05f576e4c,48f186a3-e094-416f-86ab-5d5c016c002a,博多うまかブレンド,ad8ca75a-f1b3-4752-964f-4f028db6478c,,2025-09-05,,,,,ad8ca75a-f1b3-4752-964f-4f028db6478c,2025-09-05,,200,200,,true,[],8,8,7,3,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:39:07.829057+00
687989df-0e9e-4f8d-916a-d0b279c811d4,48f186a3-e094-416f-86ab-5d5c016c002a,ゲイシャ(やなか珈琲),c4becb2d-2bf6-48ee-b7ad-d7971afda934,,2025-06-28,パナマ,,,,c4becb2d-2bf6-48ee-b7ad-d7971afda934,2025-06-28,,200,200,,true,[],5,5,7,4,,,,,[],2025-09-13 15:38:07.7782+00,2025-09-13 15:38:07.7782+00,2025-09-13 15:38:47.019263+00
